State,Year,Month,ActivityLevel,Temp,Precipitation,PMDI
South Dakota,2013,12,1,49.3,2.38,6.36
Wyoming,2013,12,1,39.2,2.32,-0.38
Minnesota,2013,12,1,50,1.35,-1.36
Colorado,2013,12,4,43.6,2.13,1.69
New Mexico,2013,12,1,52.7,0.87,2.14
Texas,2013,12,10,65.1,2.69,3.03
Oklahoma,2013,12,5,61.5,2.63,1.23
Kansas,2013,12,1,57.8,2.62,3.65
Nebraska,2013,12,1,51.7,2.97,5.83
Iowa,2013,12,1,55.2,3.7,3.53
Missouri,2013,12,3,60.5,3.94,3.15
Arkansas,2013,12,3,63.4,3.06,1.61
Louisiana,2013,12,8,67.6,1.28,-1.12
Mississippi,2013,12,10,65.1,2.77,-0.3
Tennessee,2013,12,2,60.9,3.09,-0.83
Kentucky,2013,12,2,59.9,3.19,-1.78
Illinois,2013,12,2,58.7,3.36,2.01
Wisconsin,2013,12,1,50,2.34,-1.7
Michigan,2013,12,2,49.1,2.09,-2.74
Indiana,2013,12,1,57.3,3.16,-0.9
Ohio,2013,12,1,55.4,2.18,-1.62
Pennsylvania,2013,12,1,52.5,2.31,-1.14
New York,2013,12,1,49.2,2.09,-1.52
Maine,2013,12,1,44.9,2.82,1.57
New Hampshire,2013,12,1,46.7,2.82,2.71
Vermont,2013,12,2,46.2,3.32,1.32
Massachusetts,2013,12,1,50.6,1.6,1.96
Connecticut,2013,12,1,52,1.7,0.75
Rhode Island,2013,12,1,52,1.96,3.48
New Jersey,2013,12,1,55.5,2.51,2.64
Delaware,2013,12,2,57.5,1.91,2.38
Maryland,2013,12,1,57.5,1.87,1.11
West Virginia,2013,12,1,55.6,2.01,-1.31
Virginia,2013,12,3,58.6,1.73,1.15
North Carolina,2013,12,1,61.3,1.56,-0.43
South Carolina,2013,12,5,64.5,1.34,-0.72
Georgia,2013,12,3,64.5,2.36,0.55
Alabama,2013,12,10,64.2,2.82,1.38
Florida,2013,12,1,69.7,2.75,1.9
California,2014,1,8,56.9,1.07,1.5
Oregon,2014,1,8,46.5,3.02,1.53
Washington,2014,1,5,48.7,4.28,1.69
Montana,2014,1,5,46.3,3.93,1.39
Idaho,2014,1,10,44.1,2.77,1.23
North Dakota,2014,1,3,52.4,4.08,5.66
Nevada,2014,1,9,49.2,1.07,1.05
Arizona,2014,1,3,63.1,0.06,2.03
Utah,2014,1,7,50.2,1.24,0.7
South Dakota,2014,1,4,54.3,3.69,6.72
Wyoming,2014,1,4,44,3.23,1.4
Minnesota,2014,1,7,56,3.15,-1.31
Colorado,2014,1,8,50.1,1.34,0.74
New Mexico,2014,1,10,59.9,0.47,1.47
Texas,2014,1,10,73.8,2.27,1.83
Oklahoma,2014,1,10,68.3,4.8,1.05
Kansas,2014,1,10,62.1,4.06,3.73
Nebraska,2014,1,3,56.3,3.03,5.48
Iowa,2014,1,1,59.9,4.19,3.38
Missouri,2014,1,10,64.5,6.77,3.92
Arkansas,2014,1,10,71.3,6.2,1.58
Louisiana,2014,1,10,77.3,3.24,-2.24
Mississippi,2014,1,10,74.4,5.89,0
Tennessee,2014,1,10,69.1,9.01,1.85
Kentucky,2014,1,6,67.3,8.21,0.48
Illinois,2014,1,9,64.3,5.4,2.44
Wisconsin,2014,1,3,57.7,3.15,-1.86
Michigan,2014,1,6,58.3,3.52,-2.51
Indiana,2014,1,7,64.3,5.49,-0.21
Ohio,2014,1,4,63.4,5.37,-0.39
Pennsylvania,2014,1,5,60.5,4.02,-1.22
New York,2014,1,4,58.6,2.63,-2.07
Maine,2014,1,1,54.6,2.09,-0.39
New Hampshire,2014,1,1,56.7,2.29,0.71
Vermont,2014,1,6,56.1,2.34,-0.65
Massachusetts,2014,1,4,60.3,2.74,0.48
Connecticut,2014,1,1,60.9,2.94,-0.59
Rhode Island,2014,1,2,60.9,2.73,1.97
New Jersey,2014,1,7,64,3.35,1.46
Delaware,2014,1,4,66.2,2.21,0.48
Maryland,2014,1,4,65.7,3.11,-0.36
West Virginia,2014,1,3,63.4,5.56,-0.25
Virginia,2014,1,9,66.2,4.25,0.53
North Carolina,2014,1,8,69.6,4.68,-0.8
South Carolina,2014,1,8,73.2,3.6,-1.39
Georgia,2014,1,5,73.6,5.15,0.98
Alabama,2014,1,10,73.3,6.15,2.16
Florida,2014,1,3,78.5,4.22,1.35
California,2014,2,6,69.1,0.26,1.93
Oregon,2014,2,1,55.6,2.85,2.18
Washington,2014,2,4,55.9,3.28,2.32
Montana,2014,2,1,57.5,3.66,1.92
Idaho,2014,2,3,55.5,3.24,2.08
North Dakota,2014,2,1,63.1,3.61,5.75
Nevada,2014,2,5,64.8,0.2,0.49
Arizona,2014,2,6,75.9,0.08,2.32
Utah,2014,2,4,65.4,0.79,0.85
South Dakota,2014,2,4,65.9,4.92,7.25
Wyoming,2014,2,3,57.4,2.63,1.96
Minnesota,2014,2,5,63.8,5.21,0.59
Colorado,2014,2,5,64,1.35,0.44
New Mexico,2014,2,7,72.6,0.89,1.15
Texas,2014,2,10,82.7,2.78,1.59
Oklahoma,2014,2,10,81,4.12,0.68
Kansas,2014,2,10,77,4.7,3.64
Nebraska,2014,2,3,69.6,7.4,6.92
Iowa,2014,2,1,70.8,10.28,5.43
Missouri,2014,2,7,77.3,4.79,3.28
Arkansas,2014,2,10,81.6,2.61,-0.02
Louisiana,2014,2,8,83.5,4.31,-2.56
Mississippi,2014,2,6,82.2,3.11,-0.97
Tennessee,2014,2,6,78.4,3.33,0.71
Kentucky,2014,2,4,77.1,4.25,0.06
Illinois,2014,2,2,74.9,7.71,4.24
Wisconsin,2014,2,2,65.1,7.12,1.35
Michigan,2014,2,3,64.9,5.89,1.06
Indiana,2014,2,5,74.1,7.68,2.2
Ohio,2014,2,2,72.2,6.32,1.27
Pennsylvania,2014,2,5,69.3,3.63,-1.5
New York,2014,2,5,65.1,5.57,0.22
Maine,2014,2,2,60.8,5.54,0.88
New Hampshire,2014,2,1,63,4.62,0.69
Vermont,2014,2,8,61.8,5.73,0.82
Massachusetts,2014,2,3,67.6,3.35,-0.4
Connecticut,2014,2,6,68.9,3.36,-1.3
Rhode Island,2014,2,2,68.9,3.77,1.54
New Jersey,2014,2,6,73.9,2.24,-0.49
Delaware,2014,2,6,77.4,2.13,-1.78
Maryland,2014,2,2,76.2,2.1,-2.22
West Virginia,2014,2,3,71.9,4.56,-0.22
Virginia,2014,2,8,76,2.53,-1.35
North Carolina,2014,2,6,78.8,3.65,-1.62
South Carolina,2014,2,5,81.8,4.51,-1.73
Georgia,2014,2,3,81,4.27,0.4
Alabama,2014,2,8,80.9,3.26,0.87
Florida,2014,2,4,83.1,5.24,-0.57
California,2014,3,2,76.1,0.07,1.94
California,2014,3,1,73.4,0.1,1.16
Oregon,2014,3,1,65.3,0.23,2.44
Oregon,2014,3,1,63.5,0.39,2.27
Washington,2014,3,1,64.2,0.41,2.32
Washington,2014,3,2,63.5,0.74,2.07
Montana,2014,3,1,64.3,1.51,2.23
Montana,2014,3,1,63.8,2.18,3.04
Idaho,2014,3,1,64.2,0.52,2.28
Idaho,2014,3,1,62.8,0.83,2.41
North Dakota,2014,3,1,68.8,2.76,6.28
North Dakota,2014,3,1,69,2.4,6.41
Nevada,2014,3,2,74.1,0.35,-0.03
Nevada,2014,3,1,69.9,0.25,-0.81
Arizona,2014,3,3,81.8,1.97,2.29
Arizona,2014,3,1,79,1.84,1.36
Utah,2014,3,3,73.1,0.83,0.72
Utah,2014,3,3,69.3,1.38,0.82
South Dakota,2014,3,2,72.4,3.73,8.27
South Dakota,2014,3,1,73.6,2.02,8.42
Wyoming,2014,3,1,65.1,1.11,2.33
Wyoming,2014,3,1,64.1,1.01,2.34
Minnesota,2014,3,3,70.4,4.95,1.43
Minnesota,2014,3,3,70.2,4.55,1.89
Colorado,2014,3,3,68.7,2.46,0.86
Colorado,2014,3,2,66.5,2.34,1.37
New Mexico,2014,3,1,73.4,3.7,2.68
New Mexico,2014,3,1,72.3,2.26,1.81
Texas,2014,3,8,81.4,5.12,3.16
Texas,2014,3,6,84.4,1.28,1.75
Oklahoma,2014,3,5,81.9,4.46,1.73
Oklahoma,2014,3,1,83.9,1.69,0.69
Kansas,2014,3,4,79.6,4.55,4.07
Kansas,2014,3,1,79.7,2.93,3.84
Nebraska,2014,3,1,74.5,4.03,7.4
Nebraska,2014,3,1,74.8,2.85,7.38
Iowa,2014,3,1,74.6,7.89,6.7
Iowa,2014,3,1,74.4,4.83,6.52
Missouri,2014,3,2,79.1,6.77,4.28
Missouri,2014,3,1,79,2.53,3.25
Arkansas,2014,3,1,82,4.46,-0.37
Arkansas,2014,3,1,83.9,1.73,-1.98
Louisiana,2014,3,4,83.4,5.48,-2.62
Louisiana,2014,3,2,85,6.08,-2.02
Mississippi,2014,3,2,82.7,4.15,-1.6
Mississippi,2014,3,1,83.8,4.91,-1.29
Tennessee,2014,3,1,79.8,4.34,-0.02
Tennessee,2014,3,1,79.8,4.37,-0.15
Kentucky,2014,3,2,78.4,4.58,-0.21
Kentucky,2014,3,1,78.3,3.45,-0.79
Illinois,2014,3,1,77.6,5.35,4.49
Illinois,2014,3,1,76.8,3.18,3.93
Wisconsin,2014,3,4,71.4,7.5,3.17
Wisconsin,2014,3,2,70.8,4.64,3.17
Michigan,2014,3,1,71.4,4.16,2.09
Michigan,2014,3,1,70.7,2.37,0.46
Indiana,2014,3,1,76.4,4.15,2.1
Indiana,2014,3,1,75.7,1.84,0.06
Ohio,2014,3,1,75.1,3.45,0.22
Ohio,2014,3,1,74.2,2.72,-0.76
Pennsylvania,2014,3,1,73.3,4.64,-1.17
Pennsylvania,2014,3,1,70.8,3.11,-1.69
New York,2014,3,1,71.4,4.02,0.43
New York,2014,3,3,68.2,4.47,1.16
Maine,2014,3,1,69.2,2.87,-0.43
Maine,2014,3,1,65.3,2.33,-1.66
New Hampshire,2014,3,1,70.5,3.48,-0.24
New Hampshire,2014,3,1,66,3.74,-0.66
Vermont,2014,3,4,69.4,3.98,0.26
Vermont,2014,3,2,65.4,4.52,0.51
Massachusetts,2014,3,2,74.1,2.95,-1.62
Massachusetts,2014,3,2,70.1,3.86,-2.07
Connecticut,2014,3,5,75.1,3.53,-1.91
Connecticut,2014,3,6,71,3.58,-2.12
Rhode Island,2014,3,1,75,3.7,1.23
Rhode Island,2014,3,1,70.8,3.2,0.31
New Jersey,2014,3,4,78.3,4.07,-1.63
New Jersey,2014,3,5,74.9,2.51,-2.84
Delaware,2014,3,4,79.9,4.31,-2.61
Delaware,2014,3,3,77,3.37,-3
Maryland,2014,3,1,79.1,3.78,-2.67
Maryland,2014,3,1,76.4,4.35,-2.78
West Virginia,2014,3,1,73.8,4.83,-0.33
West Virginia,2014,3,1,73.3,3.48,-1.21
Virginia,2014,3,5,77.9,2.82,-2.74
Virginia,2014,3,3,76.1,4.56,-2.8
North Carolina,2014,3,1,79.4,4.05,-2.4
North Carolina,2014,3,1,78.6,4.52,-2.87
South Carolina,2014,3,1,82.3,4.86,-2.08
South Carolina,2014,3,1,81.6,5.96,-2.02
Georgia,2014,3,1,82.2,3.71,-1.41
Georgia,2014,3,1,82.2,5.15,-1.65
Alabama,2014,3,1,82.6,3.5,-1.15
Alabama,2014,3,1,83,4.84,-1.62
Florida,2014,3,1,83.4,6,-1.72
Florida,2014,3,1,83.5,8.16,-1.62
California,2014,5,1,70.4,0.16,0.16
California,2014,5,1,60.5,3,1.99
Oregon,2014,5,1,58.5,1.54,2.29
Oregon,2014,5,1,50,3.59,2.45
Washington,2014,5,1,57.1,3.46,2.65
Washington,2014,5,1,48.6,4.29,2.66
Montana,2014,5,1,54.1,1.87,3.23
Montana,2014,5,1,47.6,0.91,1.96
Idaho,2014,5,1,56.4,0.94,1.77
Idaho,2014,5,1,47.5,2.49,2.12
North Dakota,2014,5,1,54.6,3.98,7.82
North Dakota,2014,5,1,48,1.09,7.33
Nevada,2014,5,1,63.9,0.26,-1.43
Nevada,2014,5,1,52.9,2.23,1.33
Arizona,2014,5,1,75.4,0.6,-0.36
Arizona,2014,5,1,62.7,1.35,0.2
Utah,2014,5,2,63.8,0.26,-0.74
Utah,2014,5,2,51.1,2.57,0.96
South Dakota,2014,5,1,59.1,3.26,9.16
South Dakota,2014,5,1,51.6,1,8.12
Wyoming,2014,5,1,56.3,0.35,0.24
Wyoming,2014,5,1,47.1,1.28,-0.22
Minnesota,2014,5,3,55,6.41,3.97
Minnesota,2014,5,1,49.1,2.25,3.98
Colorado,2014,5,2,61.2,0.73,-0.7
Colorado,2014,5,1,49.2,1.41,-0.67
New Mexico,2014,5,1,68.3,1.43,0.52
New Mexico,2014,5,1,56.7,0.81,-0.47
Texas,2014,5,3,77.7,4.31,2.32
Texas,2014,5,4,67.2,0.76,0.34
Oklahoma,2014,5,1,75,4.13,0.78
Oklahoma,2014,5,1,62.3,1.67,-0.51
Kansas,2014,5,1,70.8,3.14,3.57
Kansas,2014,5,1,59.1,0.69,1.79
Nebraska,2014,5,1,63.6,2.04,6.82
Nebraska,2014,5,1,54,0.92,5.61
Iowa,2014,5,1,63.1,5.4,6.86
Iowa,2014,5,1,53.9,0.91,5.24
Missouri,2014,5,1,68.8,7.86,4.53
Missouri,2014,5,1,58.3,0.73,2.68
Arkansas,2014,5,1,74.8,3.3,-2.17
Arkansas,2014,5,1,62.7,1.31,-2.71
Louisiana,2014,5,1,79.8,1.3,-3.2
Louisiana,2014,5,1,68.3,1.29,-3.57
Mississippi,2014,5,1,77.1,0.84,-2.33
Mississippi,2014,5,1,65.1,1.73,-2.57
Tennessee,2014,5,1,71.6,2.02,-1.23
Tennessee,2014,5,1,59.2,2.75,-1.34
Kentucky,2014,5,1,70,1.81,-1.5
Kentucky,2014,5,1,58.2,1.69,-1.97
Illinois,2014,5,1,67.2,3.73,3.82
Illinois,2014,5,1,56.5,1.32,2.2
Wisconsin,2014,5,1,56.9,6.31,4.17
Wisconsin,2014,5,1,49.5,2.34,3.86
Michigan,2014,5,1,58.1,4.88,1.99
Michigan,2014,5,1,49.9,2.01,1.22
Indiana,2014,5,1,67.2,1.35,-1.61
Indiana,2014,5,1,56,1.17,-2.4
Ohio,2014,5,1,65.9,2.11,-1.22
Ohio,2014,5,1,54.7,1.93,-1.56
Pennsylvania,2014,5,1,63.6,3.41,-1.77
Pennsylvania,2014,5,1,51.4,5.15,0.14
New York,2014,5,1,60.9,3.3,0.4
New York,2014,5,1,48.5,6.9,2.39
Maine,2014,5,1,58.3,5.37,-0.32
Maine,2014,5,1,45.2,5.93,1.32
New Hampshire,2014,5,1,60.1,2.94,-1.73
New Hampshire,2014,5,1,46.3,7.84,0.99
Vermont,2014,5,1,59.2,3.4,-0.12
Vermont,2014,5,1,45.3,9.16,3.13
Massachusetts,2014,5,2,64.6,2.43,-2.72
Massachusetts,2014,5,1,51.5,6.49,-0.58
Connecticut,2014,5,5,65.6,2.62,-2.54
Connecticut,2014,5,0,52.8,5.47,-1.47
Rhode Island,2014,5,2,65.5,2.94,-0.65
Rhode Island,2014,5,1,53.5,4.36,-0.48
New Jersey,2014,5,2,69.2,3.18,-3.07
New Jersey,2014,5,3,56,5.38,-1.82
Delaware,2014,5,1,71.4,3.72,-3.02
Delaware,2014,5,1,58.6,5.64,-1.33
Maryland,2014,5,1,70.2,5.24,-1.86
Maryland,2014,5,1,57.8,4.82,-0.55
West Virginia,2014,5,1,65.6,2.61,-1.54
West Virginia,2014,5,1,54.2,2.59,-1.78
Virginia,2014,5,2,70,5.36,-1.85
Virginia,2014,5,1,58,3.79,-1.53
North Carolina,2014,5,1,73.1,7.81,-0.77
North Carolina,2014,5,1,60.9,2.71,-0.97
South Carolina,2014,5,1,76.6,4.91,-1.88
South Carolina,2014,5,1,64.4,1.47,-2.33
Georgia,2014,5,1,76.5,3.27,-1.96
Georgia,2014,5,1,64.8,1.48,-2.36
Alabama,2014,5,1,76.9,1.61,-2.5
Alabama,2014,5,1,64.3,2.59,-2.47
Florida,2014,5,1,80.9,4.33,-2.4
Florida,2014,5,1,72.1,0.44,-3.48
California,2014,6,1,48.6,2.6,1.84
Oregon,2014,6,1,36.7,4.62,2.4
Washington,2014,6,1,34.8,5.78,2.38
Montana,2014,6,1,26.6,1.92,2.96
Idaho,2014,6,0,30.5,3.03,2.26
North Dakota,2014,6,1,27.2,0.63,6.88
Nevada,2014,6,1,37.4,1.19,1.52
Arizona,2014,6,1,48.3,0.19,-0.91
Utah,2014,6,1,34.8,1.4,1.24
South Dakota,2014,6,1,32.1,0.33,7.08
Wyoming,2014,6,1,28.5,1.35,0.31
Minnesota,2014,6,1,30.7,1.38,4.14
Colorado,2014,6,3,33.6,0.95,-0.73
New Mexico,2014,6,1,42,0.1,-1.37
Texas,2014,6,3,56.6,1.04,-0.98
Oklahoma,2014,6,1,50.5,1.87,-0.9
Kansas,2014,6,1,43.6,1.53,1.6
Nebraska,2014,6,1,36.7,0.67,4.92
Iowa,2014,6,1,38,1.64,4.92
Missouri,2014,6,1,46.5,3.08,2.7
Arkansas,2014,6,1,52,4.35,-2.71
Louisiana,2014,6,1,59,5.36,-3.07
Mississippi,2014,6,1,55.7,5.58,-1.77
Tennessee,2014,6,1,49.8,5.64,-0.56
Kentucky,2014,6,1,47.1,4.9,-1.69
Illinois,2014,6,1,43.7,3.15,1.9
Wisconsin,2014,6,1,34.9,1.71,3.58
Michigan,2014,6,1,37.8,2.15,0.46
Indiana,2014,6,1,42.8,5.01,-1.87
Ohio,2014,6,1,41.9,4.14,-0.97
Pennsylvania,2014,6,1,40.8,3.29,0.55
New York,2014,6,1,37.9,2.86,1.63
Maine,2014,6,1,34.5,5.2,1.65
New Hampshire,2014,6,1,36.2,3.66,0.44
Vermont,2014,6,1,35,3.17,2.13
Massachusetts,2014,6,1,41,3.82,-0.57
Connecticut,2014,6,0,41.9,3.38,-2
Rhode Island,2014,6,1,43.3,3.67,-1.09
New Jersey,2014,6,1,45,2.17,-2.72
Delaware,2014,6,1,47.5,2.03,-2.2
Maryland,2014,6,1,46.1,2.14,-1.16
West Virginia,2014,6,1,43.2,2.85,-2.01
Virginia,2014,6,1,46.3,2,-2.3
North Carolina,2014,6,1,50,1.59,-2.05
South Carolina,2014,6,1,54,1.23,-2.83
Georgia,2014,6,1,54.8,2.08,-2.57
Alabama,2014,6,1,55.2,4.73,-1.88
Florida,2014,6,1,64.9,2.07,-3.63
California,2014,8,1,45.8,8.13,3.14
California,2014,8,1,45.2,1.28,0.89
Oregon,2014,8,1,33.4,7.1,2.96
Oregon,2014,8,1,33.9,3.15,1.23
Washington,2014,8,2,31.9,7.71,2.52
Washington,2014,8,1,32.1,6.53,2.4
Montana,2014,8,1,19,1.61,3.23
Montana,2014,8,1,19.1,1.77,3.69
Idaho,2014,8,0,26.7,4.22,2.81
Idaho,2014,8,0,24,2.79,2.65
North Dakota,2014,8,1,9.6,1.24,7.34
North Dakota,2014,8,0,6.4,0.96,7.49
Nevada,2014,8,1,35.7,2.82,2.89
Nevada,2014,8,1,32.9,0.29,1.79
Arizona,2014,8,1,46.7,1.67,-0.67
Arizona,2014,8,1,41.5,0.05,-1.39
Utah,2014,8,1,32.5,3.38,2.94
Utah,2014,8,1,25.4,0.39,2.64
South Dakota,2014,8,1,17.7,0.95,7.2
South Dakota,2014,8,1,13,0.93,7.17
Wyoming,2014,8,1,23.9,1.69,1.52
Wyoming,2014,8,1,20.3,1.01,1.6
Minnesota,2014,8,1,11.5,1.77,4.74
Minnesota,2014,8,1,5,1.05,4.73
Colorado,2014,8,2,31.1,1.65,0.38
Colorado,2014,8,3,24,0.71,-0.56
New Mexico,2014,8,1,40.4,0.67,-1.56
New Mexico,2014,8,1,33.8,0.08,-2.02
Texas,2014,8,2,49.2,0.73,-1.84
Texas,2014,8,1,45,1.55,-1.96
Oklahoma,2014,8,1,39.5,0.86,-1.37
Oklahoma,2014,8,1,35,0.28,-2
Kansas,2014,8,1,32.3,0.2,0.48
Kansas,2014,8,1,27.3,0.46,-0.13
Nebraska,2014,8,1,26.1,0.37,4.15
Nebraska,2014,8,1,20.4,0.93,4.57
Iowa,2014,8,1,19.1,1.23,4.85
Iowa,2014,8,1,14.9,0.94,4.57
Missouri,2014,8,1,29.6,0.9,1.53
Missouri,2014,8,1,26.7,1.02,0.73
Arkansas,2014,8,1,38.9,1.54,-3.33
Arkansas,2014,8,1,37.6,1.6,-3.75
Louisiana,2014,8,1,48.1,2.05,-3.84
Louisiana,2014,8,1,46.9,4.75,-3.52
Mississippi,2014,8,1,42.3,1.59,-2.85
Mississippi,2014,8,1,42.2,4.44,-2.73
Tennessee,2014,8,1,32.7,2.8,-1.36
Tennessee,2014,8,1,33.9,3.18,-1.66
Kentucky,2014,8,1,29,3.01,-1.89
Kentucky,2014,8,1,30.2,2.16,-2.22
Illinois,2014,8,1,24,1.77,1.22
Illinois,2014,8,1,22.7,1.19,0.49
Wisconsin,2014,8,1,16.9,1.72,3.65
Wisconsin,2014,8,1,12.3,0.91,3.14
Michigan,2014,8,1,22.8,1.43,-0.2
Michigan,2014,8,1,16.9,1.43,-0.72
Indiana,2014,8,1,24.3,1.44,-2.46
Indiana,2014,8,1,23.7,1.5,-2.59
Ohio,2014,8,1,24.8,1.88,-1.51
Ohio,2014,8,1,23.5,1.47,-1.74
Pennsylvania,2014,8,1,25.5,3.44,0.91
Pennsylvania,2014,8,1,22.5,1.9,-0.44
New York,2014,8,1,23.1,3.31,1.53
New York,2014,8,1,18.6,2.01,0.33
Maine,2014,8,1,23.4,6.31,2.62
Maine,2014,8,1,15.9,1.89,0.93
New Hampshire,2014,8,1,23.1,4.3,0.73
New Hampshire,2014,8,1,16.8,2.57,0.07
Vermont,2014,8,1,20.8,4.03,2.52
Vermont,2014,8,1,15.7,2.29,1.52
Massachusetts,2014,8,1,27.8,4.06,-0.17
Massachusetts,2014,8,1,22.4,3.55,-0.14
Connecticut,2014,8,0,28.2,4.56,-1.21
Connecticut,2014,8,0,23.2,3.36,-1.24
Rhode Island,2014,8,1,30.3,4.21,-0.88
Rhode Island,2014,8,1,25.2,4.07,-0.74
New Jersey,2014,8,1,30.8,3.27,-2.53
New Jersey,2014,8,1,27.2,3.33,-2.21
Delaware,2014,8,1,31.7,2.1,-2.57
Delaware,2014,8,1,30.3,3.18,-2.34
Maryland,2014,8,1,30.9,2.27,-1.44
Maryland,2014,8,0,29.6,2.37,-1.89
West Virginia,2014,8,1,25.3,3.57,-1.37
West Virginia,2014,8,1,27.1,2.25,-1.95
Virginia,2014,8,1,30.1,2.95,-2.03
Virginia,2014,8,1,32.1,1.58,-2.48
North Carolina,2014,8,1,33.6,2.87,-2
North Carolina,2014,8,1,36.3,1.95,-2.55
South Carolina,2014,8,1,38.3,1.99,-3.37
South Carolina,2014,8,1,40.6,1.87,-3.87
Georgia,2014,8,1,39.9,2.27,-2.93
Georgia,2014,8,1,41.8,3.33,-3
Alabama,2014,8,1,40.3,2.2,-2.66
Alabama,2014,8,1,41.1,4.03,-2.65
Florida,2014,8,1,50.1,1.11,-4.04
Florida,2014,8,1,54.9,4.24,-2.54
California,2014,9,1,43.5,3.34,0.76
Oregon,2014,9,1,32.7,3.25,0.72
Washington,2014,9,1,31.1,4.09,1.67
Montana,2014,9,1,16.4,1.37,4.19
Idaho,2014,9,0,24.3,1.93,1.71
North Dakota,2014,9,0,10,0.33,7.01
Nevada,2014,9,1,32.9,0.83,1.88
Arizona,2014,9,1,41.7,1.05,-1.16
Utah,2014,9,1,28.6,1.21,3.03
South Dakota,2014,9,1,16.3,1.13,7.34
Wyoming,2014,9,1,18,1.03,1.84
Minnesota,2014,9,1,13.2,0.68,4.44
Colorado,2014,9,2,24.2,1.17,-0.52
New Mexico,2014,9,1,35,0.34,-2.05
Texas,2014,9,3,48.7,0.65,-2.5
Oklahoma,2014,9,1,39.4,1.57,-2.24
Kansas,2014,9,1,30.2,1.09,0.03
Nebraska,2014,9,1,24.5,0.64,4.32
Iowa,2014,9,1,22.6,1.39,4.57
Missouri,2014,9,1,33.2,3.52,2.13
Arkansas,2014,9,1,43.9,4.12,-3.27
Louisiana,2014,9,1,52.5,2.1,-3.96
Mississippi,2014,9,1,49.8,2.71,-3.19
Tennessee,2014,9,1,43.1,4.21,-1.7
Kentucky,2014,9,1,39.1,4.88,-1.05
Illinois,2014,9,1,30.2,3.24,1.87
Wisconsin,2014,9,1,18.5,1.13,3.02
Michigan,2014,9,1,21.3,1.53,-0.63
Indiana,2014,9,1,31.2,4.21,-0.14
Ohio,2014,9,1,30.5,4.58,1.17
Pennsylvania,2014,9,1,28.6,3.73,0.97
New York,2014,9,1,21.8,3.53,1.5
Maine,2014,9,1,16.2,2.95,0.89
New Hampshire,2014,9,1,18.7,3.44,0.41
Vermont,2014,9,1,17.6,3.56,2.36
Massachusetts,2014,9,1,25.5,4.18,0.84
Connecticut,2014,9,1,27.1,3.84,-0.37
Rhode Island,2014,9,1,28.8,4.56,0.1
New Jersey,2014,9,2,34.5,3.07,-1.88
Delaware,2014,9,1,38.8,2.37,-2.46
Maryland,2014,9,1,37.6,2.26,-2.08
West Virginia,2014,9,1,36.8,2.95,-1.88
Virginia,2014,9,2,40.9,1.68,-2.95
North Carolina,2014,9,1,45.7,2.56,-2.86
South Carolina,2014,9,1,50.4,3.4,-3.9
Georgia,2014,9,1,51.1,3.7,-3.01
Alabama,2014,9,1,49.5,3.49,-2.91
Florida,2014,9,1,61.8,1.93,-3.36
California,2014,11,1,49.2,2.26,-4.08
Oregon,2014,11,1,36.4,3.95,-1.96
Washington,2014,11,1,35.3,4.89,-1.03
Montana,2014,11,1,28.3,1.72,0.96
Idaho,2014,11,1,31.4,3.17,-0.35
North Dakota,2014,11,1,20,1.58,4.87
Nevada,2014,11,1,40.1,0.65,-3.28
Arizona,2014,11,1,52.5,0.17,-1.72
Utah,2014,11,2,39.3,0.79,-1.97
South Dakota,2014,11,1,30,1.75,5.39
Wyoming,2014,11,1,30.8,1.6,-0.27
Minnesota,2014,11,1,26,2.6,3.43
Colorado,2014,11,2,37.1,1.13,-1.16
New Mexico,2014,11,1,47.2,0.49,-2.26
Texas,2014,11,1,59.5,2.21,-3.88
Oklahoma,2014,11,1,52.1,2.58,-1.61
Kansas,2014,11,1,44.4,1.87,3.19
Nebraska,2014,11,1,37.4,0.69,4.28
Iowa,2014,11,2,37.1,2.97,4.2
Missouri,2014,11,1,46.5,3.97,2.78
Arkansas,2014,11,1,52.7,5.35,0.34
Louisiana,2014,11,3,60.4,6.96,-0.24
Mississippi,2014,11,1,57.6,8.32,0.68
Tennessee,2014,11,1,50.3,4.52,-2.32
Kentucky,2014,11,1,48.1,3.25,-2.32
Illinois,2014,11,1,43.6,4.05,3.59
Wisconsin,2014,11,1,30.1,2.17,0.21
Michigan,2014,11,1,31.6,2.32,2.67
Indiana,2014,11,1,44.2,3.23,0.81
Ohio,2014,11,1,42.3,2.47,-0.83
Pennsylvania,2014,11,1,38.2,2.11,-1.43
New York,2014,11,1,33.1,2.81,0.71
Maine,2014,11,1,26.2,2.45,2.04
New Hampshire,2014,11,1,30.1,2.84,2.42
Vermont,2014,11,1,29.6,2.52,2.17
Massachusetts,2014,11,1,35.3,3.02,0.71
Connecticut,2014,11,2,36.8,2.35,-1.21
Rhode Island,2014,11,1,37.2,2.73,-0.6
New Jersey,2014,11,1,40.8,2.01,-1.85
Delaware,2014,11,1,43.3,2.36,-2.88
Maryland,2014,11,1,43.1,2.33,-2.38
West Virginia,2014,11,1,44,2.68,-1.41
Virginia,2014,11,2,45.1,4.01,-2.03
North Carolina,2014,11,1,49.3,5.38,-1.83
South Carolina,2014,11,1,54.1,5.11,-0.96
Georgia,2014,11,1,56.4,6.62,-0.98
Alabama,2014,11,1,57.3,8.98,0.86
Florida,2014,11,3,65.3,2.77,-2.9
