STATENAME,URL,WEBSITE,ACTIVITY LEVEL,ACTIVITY LEVEL LABEL,WEEKEND,WEEK,SEASON
Arkansas,http://www.healthy.arkansas.gov/programs-services/topics/influenza,Communicable Disease and Immunizations,Level 0,Insufficient Data,Sep-03-2011,35,2010-11
District of Columbia,http://doh.dc.gov/page/influenza-season,Influenza Information,Level 0,Insufficient Data,Sep-03-2011,35,2010-11
Maryland,https://phpa.health.maryland.gov/influenza/fluwatch,Influenza Surveillance,Level 0,Insufficient Data,Sep-10-2011,36,2010-11
Washington,http://www.doh.wa.gov/DataandStatisticalReports/DiseasesandChronicConditions/CommunicableDiseaseSurveillanceData/InfluenzaSurveillanceData,Influenza Update,Level 0,Insufficient Data,Sep-03-2011,35,2010-11
District of Columbia,http://doh.dc.gov/page/influenza-season,Influenza Information,Level 0,Insufficient Data,Sep-10-2011,36,2010-11
Arkansas,http://www.healthy.arkansas.gov/programs-services/topics/influenza,Communicable Disease and Immunizations,Level 0,Insufficient Data,Sep-10-2011,36,2010-11
Arkansas,http://www.healthy.arkansas.gov/programs-services/topics/influenza,Communicable Disease and Immunizations,Level 0,Insufficient Data,Sep-17-2011,37,2010-11
District of Columbia,http://doh.dc.gov/page/influenza-season,Influenza Information,Level 0,Insufficient Data,Sep-17-2011,37,2010-11
Maryland,https://phpa.health.maryland.gov/influenza/fluwatch,Influenza Surveillance,Level 0,Insufficient Data,Sep-17-2011,37,2010-11
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,Influenza,Level 0,Insufficient Data,Sep-17-2011,37,2010-11
Arkansas,http://www.healthy.arkansas.gov/programs-services/topics/influenza,Communicable Disease and Immunizations,Level 0,Insufficient Data,Sep-24-2011,38,2010-11
District of Columbia,http://doh.dc.gov/page/influenza-season,Influenza Information,Level 0,Insufficient Data,Sep-24-2011,38,2010-11
District of Columbia,http://doh.dc.gov/page/influenza-season,Influenza Information,Level 0,Insufficient Data,Oct-01-2011,39,2010-11
Washington,http://www.doh.wa.gov/DataandStatisticalReports/DiseasesandChronicConditions/CommunicableDiseaseSurveillanceData/InfluenzaSurveillanceData,Influenza Update,Level 0,Insufficient Data,Oct-01-2011,39,2010-11
Arkansas,http://www.healthy.arkansas.gov/programs-services/topics/influenza,Communicable Disease and Immunizations,Level 0,Insufficient Data,Oct-01-2011,39,2010-11
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,Influenza,Level 0,Insufficient Data,Sep-24-2011,38,2010-11
District of Columbia,http://doh.dc.gov/page/influenza-season,Influenza Information,Level 0,Insufficient Data,Nov-19-2011,46,2011-12
District of Columbia,http://doh.dc.gov/page/influenza-season,Influenza Information,Level 0,Insufficient Data,Nov-26-2011,47,2011-12
District of Columbia,http://doh.dc.gov/page/influenza-season,Influenza Information,Level 0,Insufficient Data,Dec-03-2011,48,2011-12
District of Columbia,http://doh.dc.gov/page/influenza-season,Influenza Information,Level 0,Insufficient Data,Dec-10-2011,49,2011-12
District of Columbia,http://doh.dc.gov/page/influenza-season,Influenza Information,Level 0,Insufficient Data,Dec-17-2011,50,2011-12
District of Columbia,http://doh.dc.gov/page/influenza-season,Influenza Information,Level 0,Insufficient Data,Dec-24-2011,51,2011-12
District of Columbia,http://doh.dc.gov/page/influenza-season,Influenza Information,Level 0,Insufficient Data,Dec-31-2011,52,2011-12
District of Columbia,http://doh.dc.gov/page/influenza-season,Influenza Information,Level 0,Insufficient Data,Jan-07-2012,1,2011-12
District of Columbia,http://doh.dc.gov/page/influenza-season,Influenza Information,Level 0,Insufficient Data,Jan-14-2012,2,2011-12
District of Columbia,http://doh.dc.gov/page/influenza-season,Influenza Information,Level 0,Insufficient Data,Jan-21-2012,3,2011-12
District of Columbia,http://doh.dc.gov/page/influenza-season,Influenza Information,Level 0,Insufficient Data,Jan-28-2012,4,2011-12
District of Columbia,http://doh.dc.gov/page/influenza-season,Influenza Information,Level 0,Insufficient Data,Feb-04-2012,5,2011-12
District of Columbia,http://doh.dc.gov/page/influenza-season,Influenza Information,Level 0,Insufficient Data,Feb-11-2012,6,2011-12
District of Columbia,http://doh.dc.gov/page/influenza-season,Influenza Information,Level 0,Insufficient Data,Feb-18-2012,7,2011-12
District of Columbia,http://doh.dc.gov/page/influenza-season,Influenza Information,Level 0,Insufficient Data,Feb-25-2012,8,2011-12
District of Columbia,http://doh.dc.gov/page/influenza-season,Influenza Information,Level 0,Insufficient Data,Mar-03-2012,9,2011-12
District of Columbia,http://doh.dc.gov/page/influenza-season,Influenza Information,Level 0,Insufficient Data,Mar-10-2012,10,2011-12
District of Columbia,http://doh.dc.gov/page/influenza-season,Influenza Information,Level 0,Insufficient Data,Mar-17-2012,11,2011-12
District of Columbia,http://doh.dc.gov/page/influenza-season,Influenza Information,Level 0,Insufficient Data,Mar-24-2012,12,2011-12
District of Columbia,http://doh.dc.gov/page/influenza-season,Influenza Information,Level 0,Insufficient Data,Mar-31-2012,13,2011-12
District of Columbia,http://doh.dc.gov/page/influenza-season,Influenza Information,Level 0,Insufficient Data,Apr-07-2012,14,2011-12
Virgin Islands,http://doh.vi.gov/,Influenza,Level 0,Insufficient Data,Apr-07-2012,14,2011-12
District of Columbia,http://doh.dc.gov/page/influenza-season,Influenza Information,Level 0,Insufficient Data,Apr-14-2012,15,2011-12
Virgin Islands,http://doh.vi.gov/,Influenza,Level 0,Insufficient Data,Apr-14-2012,15,2011-12
District of Columbia,http://doh.dc.gov/page/influenza-season,Influenza Information,Level 0,Insufficient Data,Apr-21-2012,16,2011-12
Virgin Islands,http://doh.vi.gov/,Influenza,Level 0,Insufficient Data,Apr-21-2012,16,2011-12
District of Columbia,http://doh.dc.gov/page/influenza-season,Influenza Information,Level 0,Insufficient Data,Apr-28-2012,17,2011-12
Virgin Islands,http://doh.vi.gov/,Influenza,Level 0,Insufficient Data,Apr-28-2012,17,2011-12
District of Columbia,http://doh.dc.gov/page/influenza-season,Influenza Information,Level 0,Insufficient Data,May-05-2012,18,2011-12
Virgin Islands,http://doh.vi.gov/,Influenza,Level 0,Insufficient Data,May-05-2012,18,2011-12
District of Columbia,http://doh.dc.gov/page/influenza-season,Influenza Information,Level 0,Insufficient Data,May-12-2012,19,2011-12
Virgin Islands,http://doh.vi.gov/,Influenza,Level 0,Insufficient Data,May-12-2012,19,2011-12
District of Columbia,http://doh.dc.gov/page/influenza-season,Influenza Information,Level 0,Insufficient Data,May-19-2012,20,2011-12
Virgin Islands,http://doh.vi.gov/,Influenza,Level 0,Insufficient Data,May-19-2012,20,2011-12
District of Columbia,http://doh.dc.gov/page/influenza-season,Influenza Information,Level 0,Insufficient Data,May-26-2012,21,2011-12
Virgin Islands,http://doh.vi.gov/,Influenza,Level 0,Insufficient Data,May-26-2012,21,2011-12
Delaware,http://dhss.delaware.gov/dhss/dph/epi/influenzawkly.html,Weekly Influenza Surveillance Reports,Level 0,Insufficient Data,Jun-02-2012,22,2011-12
District of Columbia,http://doh.dc.gov/page/influenza-season,Influenza Information,Level 0,Insufficient Data,Jun-02-2012,22,2011-12
Virgin Islands,http://doh.vi.gov/,Influenza,Level 0,Insufficient Data,Jun-02-2012,22,2011-12
Delaware,http://dhss.delaware.gov/dhss/dph/epi/influenzawkly.html,Weekly Influenza Surveillance Reports,Level 0,Insufficient Data,Jun-09-2012,23,2011-12
District of Columbia,http://doh.dc.gov/page/influenza-season,Influenza Information,Level 0,Insufficient Data,Jun-09-2012,23,2011-12
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,Weekly Surveillance Updates,Level 1,Minimal,Jan-27-2018,4,2017-18
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,Weekly Surveillance Updates,Level 1,Minimal,Feb-03-2018,5,2017-18
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,Weekly Surveillance Updates,Level 1,Minimal,Jan-20-2018,3,2017-18
Delaware,http://dhss.delaware.gov/dhss/dph/epi/influenzawkly.html,Weekly Influenza Surveillance Reports,Level 1,Minimal,Jan-06-2018,1,2017-18
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,Weekly Surveillance Updates,Level 1,Minimal,Jan-06-2018,1,2017-18
Idaho,http://healthandwelfare.idaho.gov/Health/DiseasesConditions/SeasonalInfluenzaFlu/tabid/327/Default.aspx,Influenza,Level 1,Minimal,Dec-30-2017,52,2017-18
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,Weekly Surveillance Updates,Level 1,Minimal,Dec-30-2017,52,2017-18
Montana,http://dphhs.mt.gov/publichealth/cdepi/diseases/influenza.aspx,Influenza: What You Need to Know,Level 1,Minimal,Dec-30-2017,52,2017-18
New Hampshire,http://www.dhhs.nh.gov/dphs/cdcs/influenza/activity.htm,Influenza Control and Surveillance,Level 1,Minimal,Dec-30-2017,52,2017-18
Montana,http://dphhs.mt.gov/publichealth/cdepi/diseases/influenza.aspx,Influenza: What You Need to Know,Level 1,Minimal,Jan-06-2018,1,2017-18
Virgin Islands,http://doh.vi.gov/,Influenza,Level 1,Minimal,Jan-06-2018,1,2017-18
Delaware,http://dhss.delaware.gov/dhss/dph/epi/influenzawkly.html,Weekly Influenza Surveillance Reports,Level 1,Minimal,Jan-13-2018,2,2017-18
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,Weekly Surveillance Updates,Level 1,Minimal,Jan-13-2018,2,2017-18
Utah,http://health.utah.gov/epi/diseases/influenza/surveillance/index.html,Seasonal Influenza Weekly Update,Level 1,Minimal,Dec-23-2017,51,2017-18
Vermont,http://www.healthvermont.gov/immunizations-infectious-disease/influenza/flu-activity-and-surveillance,Flu Activity,Level 1,Minimal,Dec-23-2017,51,2017-18
Washington,http://www.doh.wa.gov/DataandStatisticalReports/DiseasesandChronicConditions/CommunicableDiseaseSurveillanceData/InfluenzaSurveillanceData,Influenza Update,Level 1,Minimal,Dec-23-2017,51,2017-18
Delaware,http://dhss.delaware.gov/dhss/dph/epi/influenzawkly.html,Weekly Influenza Surveillance Reports,Level 1,Minimal,Dec-30-2017,52,2017-18
Montana,http://dphhs.mt.gov/publichealth/cdepi/diseases/influenza.aspx,Influenza: What You Need to Know,Level 1,Minimal,Dec-23-2017,51,2017-18
New Hampshire,http://www.dhhs.nh.gov/dphs/cdcs/influenza/activity.htm,Influenza Control and Surveillance,Level 1,Minimal,Dec-23-2017,51,2017-18
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 1,Minimal,Dec-23-2017,51,2017-18
Utah,http://health.utah.gov/epi/diseases/influenza/surveillance/index.html,Seasonal Influenza Weekly Update,Level 1,Minimal,Dec-16-2017,50,2017-18
Vermont,http://www.healthvermont.gov/immunizations-infectious-disease/influenza/flu-activity-and-surveillance,Flu Activity,Level 1,Minimal,Dec-16-2017,50,2017-18
Washington,http://www.doh.wa.gov/DataandStatisticalReports/DiseasesandChronicConditions/CommunicableDiseaseSurveillanceData/InfluenzaSurveillanceData,Influenza Update,Level 1,Minimal,Dec-16-2017,50,2017-18
Wisconsin,http://www.dhs.wisconsin.gov/communicable/influenza/index.htm,Tracking Influenza in Wisconsin,Level 1,Minimal,Dec-16-2017,50,2017-18
Virgin Islands,http://doh.vi.gov/,Influenza,Level 1,Minimal,Dec-16-2017,50,2017-18
Delaware,http://dhss.delaware.gov/dhss/dph/epi/influenzawkly.html,Weekly Influenza Surveillance Reports,Level 1,Minimal,Dec-23-2017,51,2017-18
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,Weekly Surveillance Updates,Level 1,Minimal,Dec-23-2017,51,2017-18
Utah,http://health.utah.gov/epi/diseases/influenza/surveillance/index.html,Seasonal Influenza Weekly Update,Level 1,Minimal,Dec-09-2017,49,2017-18
Vermont,http://www.healthvermont.gov/immunizations-infectious-disease/influenza/flu-activity-and-surveillance,Flu Activity,Level 1,Minimal,Dec-09-2017,49,2017-18
Washington,http://www.doh.wa.gov/DataandStatisticalReports/DiseasesandChronicConditions/CommunicableDiseaseSurveillanceData/InfluenzaSurveillanceData,Influenza Update,Level 1,Minimal,Dec-09-2017,49,2017-18
West Virginia,http://www.dhhr.wv.gov/oeps/disease/flu/Pages/fluSurveillance.aspx,Current Influenza Surveillance,Level 1,Minimal,Dec-09-2017,49,2017-18
Delaware,http://dhss.delaware.gov/dhss/dph/epi/influenzawkly.html,Weekly Influenza Surveillance Reports,Level 1,Minimal,Dec-16-2017,50,2017-18
Montana,http://dphhs.mt.gov/publichealth/cdepi/diseases/influenza.aspx,Influenza: What You Need to Know,Level 1,Minimal,Dec-09-2017,49,2017-18
New Hampshire,http://www.dhhs.nh.gov/dphs/cdcs/influenza/activity.htm,Influenza Control and Surveillance,Level 1,Minimal,Dec-09-2017,49,2017-18
North Dakota,http://www.ndflu.com/default.aspx,Influenza,Level 1,Minimal,Dec-09-2017,49,2017-18
Ohio,http://www.flu.ohio.gov%20,Influenza Information,Level 1,Minimal,Dec-09-2017,49,2017-18
New York,http://www.health.ny.gov/diseases/communicable/influenza/surveillance/,"Influenza Activity, Surveillance and Reports",Level 1,Minimal,Dec-09-2017,49,2017-18
Tennessee,http://www.tn.gov/health/cedep/immunization-program/ip/flu-in-tennessee.html,Influenza-Like Illness Surveillance Summary Archive,Level 1,Minimal,Dec-09-2017,49,2017-18
Idaho,http://healthandwelfare.idaho.gov/Health/DiseasesConditions/SeasonalInfluenzaFlu/tabid/327/Default.aspx,Influenza,Level 1,Minimal,Dec-16-2017,50,2017-18
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,Weekly Surveillance Updates,Level 1,Minimal,Dec-16-2017,50,2017-18
Maryland,https://phpa.health.maryland.gov/influenza/fluwatch,Influenza Surveillance,Level 1,Minimal,Dec-16-2017,50,2017-18
Montana,http://dphhs.mt.gov/publichealth/cdepi/diseases/influenza.aspx,Influenza: What You Need to Know,Level 1,Minimal,Dec-16-2017,50,2017-18
New Hampshire,http://www.dhhs.nh.gov/dphs/cdcs/influenza/activity.htm,Influenza Control and Surveillance,Level 1,Minimal,Dec-16-2017,50,2017-18
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 1,Minimal,Dec-16-2017,50,2017-18
North Dakota,http://www.ndflu.com/default.aspx,Influenza,Level 1,Minimal,Dec-16-2017,50,2017-18
Ohio,http://www.flu.ohio.gov%20,Influenza Information,Level 1,Minimal,Dec-16-2017,50,2017-18
Delaware,http://dhss.delaware.gov/dhss/dph/epi/influenzawkly.html,Weekly Influenza Surveillance Reports,Level 1,Minimal,Dec-09-2017,49,2017-18
Tennessee,http://www.tn.gov/health/cedep/immunization-program/ip/flu-in-tennessee.html,Influenza-Like Illness Surveillance Summary Archive,Level 1,Minimal,Dec-02-2017,48,2017-18
Utah,http://health.utah.gov/epi/diseases/influenza/surveillance/index.html,Seasonal Influenza Weekly Update,Level 1,Minimal,Dec-02-2017,48,2017-18
Vermont,http://www.healthvermont.gov/immunizations-infectious-disease/influenza/flu-activity-and-surveillance,Flu Activity,Level 1,Minimal,Dec-02-2017,48,2017-18
Washington,http://www.doh.wa.gov/DataandStatisticalReports/DiseasesandChronicConditions/CommunicableDiseaseSurveillanceData/InfluenzaSurveillanceData,Influenza Update,Level 1,Minimal,Dec-02-2017,48,2017-18
West Virginia,http://www.dhhr.wv.gov/oeps/disease/flu/Pages/fluSurveillance.aspx,Current Influenza Surveillance,Level 1,Minimal,Dec-02-2017,48,2017-18
Wisconsin,http://www.dhs.wisconsin.gov/communicable/influenza/index.htm,Tracking Influenza in Wisconsin,Level 1,Minimal,Dec-02-2017,48,2017-18
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,Weekly Influenza Surveillance Reports,Level 1,Minimal,Dec-09-2017,49,2017-18
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,Weekly Surveillance Updates,Level 1,Minimal,Dec-09-2017,49,2017-18
Maryland,https://phpa.health.maryland.gov/influenza/fluwatch,Influenza Surveillance,Level 1,Minimal,Dec-09-2017,49,2017-18
Idaho,http://healthandwelfare.idaho.gov/Health/DiseasesConditions/SeasonalInfluenzaFlu/tabid/327/Default.aspx,Influenza,Level 1,Minimal,Dec-09-2017,49,2017-18
Delaware,http://dhss.delaware.gov/dhss/dph/epi/influenzawkly.html,Weekly Influenza Surveillance Reports,Level 1,Minimal,Dec-02-2017,48,2017-18
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,Weekly Influenza Surveillance Reports,Level 1,Minimal,Dec-02-2017,48,2017-18
Iowa,http://idph.iowa.gov/influenza/surveillance,Iowa Influenza Surveillance Network,Level 1,Minimal,Dec-02-2017,48,2017-18
Kansas,http://www.kdheks.gov/flu/surveillance.htm,Influenza Information,Level 1,Minimal,Dec-02-2017,48,2017-18
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,Weekly Surveillance Updates,Level 1,Minimal,Dec-02-2017,48,2017-18
Maryland,https://phpa.health.maryland.gov/influenza/fluwatch,Influenza Surveillance,Level 1,Minimal,Dec-02-2017,48,2017-18
Minnesota,http://www.health.state.mn.us/divs/idepc/diseases/flu/stats/index.html,Weekly Influenza Activity: Statistics,Level 1,Minimal,Dec-02-2017,48,2017-18
Missouri,http://health.mo.gov/living/healthcondiseases/communicable/influenza/reports.php,Influenza Data & Statistical Reports ,Level 1,Minimal,Dec-02-2017,48,2017-18
Montana,http://dphhs.mt.gov/publichealth/cdepi/diseases/influenza.aspx,Influenza: What You Need to Know,Level 1,Minimal,Dec-02-2017,48,2017-18
New Mexico,https://nmhealth.org/about/erd/ideb/isp/,Flu in New Mexico,Level 1,Minimal,Dec-02-2017,48,2017-18
New York,http://www.health.ny.gov/diseases/communicable/influenza/surveillance/,"Influenza Activity, Surveillance and Reports",Level 1,Minimal,Dec-02-2017,48,2017-18
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 1,Minimal,Dec-02-2017,48,2017-18
North Dakota,http://www.ndflu.com/default.aspx,Influenza,Level 1,Minimal,Dec-02-2017,48,2017-18
Ohio,http://www.flu.ohio.gov%20,Influenza Information,Level 1,Minimal,Dec-02-2017,48,2017-18
New Hampshire,http://www.dhhs.nh.gov/dphs/cdcs/influenza/activity.htm,Influenza Control and Surveillance,Level 1,Minimal,Dec-02-2017,48,2017-18
Rhode Island,http://www.health.ri.gov/data/flu/index.php,Influenza Surveillance,Level 1,Minimal,Dec-02-2017,48,2017-18
North Dakota,http://www.ndflu.com/default.aspx,Influenza,Level 1,Minimal,Nov-18-2017,46,2017-18
Ohio,http://www.flu.ohio.gov%20,Influenza Information,Level 1,Minimal,Nov-18-2017,46,2017-18
Rhode Island,http://www.health.ri.gov/data/flu/index.php,Influenza Surveillance,Level 1,Minimal,Nov-18-2017,46,2017-18
